Products Product Name,Products Reporting Group Name,Sales Data Sale Closed Week,Sales Data Total Ex Tax,Sales Data Total Cost,Sales Data Product Quantity
Trutta Streamside Shiraz [Chilled]- Large,Red Wine,2026-06-01,22.1,,1
Chicken Burrito,Big Plates,2026-06-01,214.54,,10
Kirin - Pint,Tap Beer,2026-06-01,542.15,,32
No Pineapple,Modifiers,2026-06-01,0,,11
Kuku Sauvignon Blanc - Regular,White Wine,2026-06-01,295.74,,23
Kids Margherita Pizza,Kids Meals,2026-06-01,35.46,,3
Negroni,Cocktails - Classic,2026-06-01,413.59,,27
Puerto Sunset,Cocktails - Signature,2026-06-01,217.04,,11
Dark & Stormy,Cocktails - Classic,2026-06-01,72.81,,4
Glass of Ice on the Side,Modifiers,2026-06-01,0,,5
Heaps Normal Tin,Non-alcoholic,2026-06-01,180.68,,18
White Light Pure Vodka [House],Vodka,2026-06-01,550.16,,55
Mulled Wine,Cocktails - Signature,2026-06-01,1161.33,,83
Lost Explorer Espadín Mezcal,Mezcal,2026-06-01,63.65,,5
Fish Burrito,Big Plates,2026-06-01,129.78,,5
Laphroaig 10yr,Whisky,2026-06-01,90,,5
Kids Nuggets & Chips,Kids Meals,2026-06-01,78.54,,6
Pepsi Max Glass,Non-alcoholic,2026-06-01,168.02,,40
Brownie,Desserts,2026-06-01,36.06,,4
Orange Juice Glass,Non-alcoholic,2026-06-01,13.8,,3
Poor Tom's Strawberry Gin Tonica,Gin,2026-06-01,38.18,,2
Ottelia Cab Sav - Bottle,Red Wine,2026-06-01,127.28,,2
Wolf Lane Navy Gin Tonica,Gin,2026-06-01,45.45,,2
Garlic Bread,Marilyna's Pizza,2026-06-01,227,,42
Belvedere Vodka,Vodka,2026-06-01,13.15,,1
BBQ Wings D,Delivery Kitchen,2026-06-01,104.3,,7
Illegal Reposado Mezcal,Mezcal,2026-06-01,38.18,,2
Buffalo Wings D,Delivery Kitchen,2026-06-01,229.39,,16
Johnnie Walker Black,Whisky,2026-06-01,30.6,,2
Large Meatlovers,Marilyna's Pizza,2026-06-01,329.64,,12
Virgin Margy,Mocktails,2026-06-01,36.9,,3
Regular Paddock,Marilyna's Pizza,2026-06-01,134.44,,6
Year Wines 'Zagara' Orange - Regular,Orange / Skins Wine,2026-06-01,102.02,,7
Large Paddock,Marilyna's Pizza,2026-06-01,159.44,,6
Regular Cosmopolitan,Marilyna's Pizza,2026-06-01,161.57,,7
Dry,Modifiers,2026-06-01,0,,2
Large Pepperoni,Marilyna's Pizza,2026-06-01,300.61,,14
No Pepperoni,None,2026-06-01,0,,2
Regular Sanchez,Marilyna's Pizza,2026-06-01,69.21,,3
No Onion,None,2026-06-01,0,,13
Regular Tandoori Chicken,Marilyna's Pizza,2026-06-01,62.6,,3
No Anchovies,None,2026-06-01,0,,4
No Gravy,None,2026-06-01,0,,2
Make it Vegan [use vegan cheese],None,2026-06-01,0,,4
Vegan Cheese [Pizza],Add-ons - Pizza,2026-06-01,2.82,,1
Remove Cheese,None,2026-06-01,0,,1
Add Cherry Tomatoes,Add-ons - Pizza,2026-06-01,1.36,,1
Add Chilli,Add-ons - Pizza,2026-06-01,5.67,,7
Caipirinha,Cocktails - Classic,2026-06-01,37.8,,3
Regular New Yorker,Marilyna's Pizza,2026-06-01,129.78,,6
No Burger Sauce,None,2026-06-01,0,,2
Regular Uber Margherita,Marilyna's Pizza,2026-06-01,76.99,,4
Large Sanchez VEGAN,Marilyna's Pizza,2026-06-01,56.36,,2
Sibiliana Nero D'Avola - Large,Red Wine,2026-06-01,26.36,,1
Regular Little Italy [Dine-in],Dine-in Pizza,2026-06-01,317.18,,15
Little Dragon Can,Bottles / Cans Alcoholic,2026-06-01,124.74,,11
Gluten-free Little Italy [Dine-in],Dine-in Pizza,2026-06-01,28.18,,1
No Aioli,None,2026-06-01,0,,1
Regular Hawaiian [Dine-in],Dine-in Pizza,2026-06-01,16.9,,1
Tandoori Chicken.,None,2026-06-01,0,,3
Casa Gheller Prosecco - Glass,Sparkling Wine,2026-06-01,486.9,,33
Little Italy.,None,2026-06-01,0,,1
Beef Burger D,Delivery Kitchen,2026-06-01,139.21,,6
BBQ Pork Buns,Harry Gatos Food,2026-06-01,13.64,,1
Bang Bang Cauli D,Delivery Kitchen,2026-06-01,15.45,,1
Chashu Pork Belly,None,2026-06-01,0,,2
Tommy's Margarita,Cocktails - Classic,2026-06-01,501.86,,26
Dumplings - Prawn Har Gow [GF],Harry Gatos Food,2026-06-01,44.54,,3
Tonic [mixer],None,2026-06-01,0,,4
❄️Frozen❄️,None,2026-06-01,0,,8
Gluten-free Base,Marilyna's Pizza,2026-06-01,9.1,,2
Side Chipotle Mayo,Add-ons - Kitchen,2026-06-01,8.49,,9
Fill w Ice,None,2026-06-01,0,,1
Amalfi Olives,Small Plates,2026-06-01,90.35,,9
.Coke Can,Marilyna's Pizza,2026-06-01,0,,1
Make it Vegan [patty + cheese + bun],Add-ons - Kitchen,2026-06-01,9.25,,2
1.25L Sprite.,Marilyna's Pizza,2026-06-01,0,,3
Mother's Milk Shiraz - Regular,Red Wine,2026-06-01,443.81,,32
400 Conejos Margarita,Cocktails - Classic,2026-06-01,120,,6
Petits Detours Rosé - Large,Rose Wine,2026-06-01,246.28,,10
Sticky Chicken Wings,Harry Gatos Food,2026-06-01,13.64,,1
Villa Fresco Sangiovese - Bottle,Red Wine,2026-06-01,49,,1
Veg Spring Rolls,Harry Gatos Food,2026-06-01,14.09,,1
Bombay Sapphire,Gin,2026-06-01,12.73,,1
Add Side Guac,Add-ons - Kitchen,2026-06-01,0.94,,1
Coke 1.25L,Marilyna's Soft Drinks,2026-06-01,19.08,,3
Frozen Marg - Coconut,Cocktails - Classic,2026-06-01,29.1,,2
San Pellegrino 500ml D,Marilyna's Soft Drinks,2026-06-01,14.55,,2
Side Queso Dip,Add-ons - Kitchen,2026-06-01,4.64,,5
Fresh is Best Lager - Pint,Tap Beer,2026-06-01,1072.94,,101.5
Lamb Roast,Kitchen Specials,2026-06-01,1182.94,,42
Whispering Angel Rosé - Large,Rose Wine,2026-06-01,80.74,,2
Eggplant Parmy,Big Plates,2026-06-01,201.59,,7
Lemon Meringue Martini,Cocktails - Signature,2026-06-01,212.99,,10
Baked Camembert,Small Plates,2026-06-01,516.67,,23
Beef Burrito,Big Plates,2026-06-01,445.18,,19
Crankshaft IPA - Pint,Tap Beer,2026-06-01,353.17,,22
Extra Cheese,Add-ons - Kitchen,2026-06-01,1.82,,1
Geppetto Pinot Noir - Large Glass,Red Wine,2026-06-01,24,,1
Less Cheese,Add-ons - Pizza,2026-06-01,0,,4
Trutta Streamside Shiraz [Chilled] - Regular,Red Wine,2026-06-01,185.31,,12
Olive,Modifiers,2026-06-01,0,,13
Ottelia Chardonnay - Bottle,White Wine,2026-06-01,112.72,,2
No Glasses Needed,Modifiers,2026-06-01,0,,1
Version Two Pinot Grigio - Large,White Wine,2026-06-01,271.29,,16
Grey Goose,Vodka,2026-06-01,26.29,,2
Version Two Sparkling - Regular,Sparkling Wine,2026-06-01,55.43,,8
Patron Reposado,Tequila,2026-06-01,60.56,,4
Villa Fresco Sangiovese - Large,Red Wine,2026-06-01,35.11,,2
Bunnahabhain 12yr,Whisky,2026-06-01,44,,2
Boulevardier,Cocktails - Classic,2026-06-01,147.05,,7
Appleton Rum [House],Rum,2026-06-01,22.72,,2
Fresh is Best Lager - Schooner,Tap Beer,2026-06-01,783.34,,116
Trade Winds,Mocktails,2026-06-01,49.65,,4
Whisky Sour,Cocktails - Classic,2026-06-01,19.09,,1
Jala Marg Jar,Delivery Cocktails,2026-06-01,51.29,,2
Quiet Riot Negroni,Cocktails - Signature,2026-06-01,60,,3
A. Rodda Tempranillo - Large,Red Wine,2026-06-01,78.01,,3
Sweet Potato Fries,Small Plates,2026-06-01,410.14,,34
Bang Bang Cauli,Small Plates,2026-06-01,227.69,,16
Rocket Man D,Delivery Kitchen,2026-06-01,40.83,,3
Side Spicy Salsa,Add-ons - Kitchen,2026-06-01,5.58,,6
Fish Tacos,Small Plates,2026-06-01,518.72,,28
Regular Pepperoni,Marilyna's Pizza,2026-06-01,140.37,,8
Sour Cream,Add-ons - Pizza,2026-06-01,1.85,,2
No Guac,Modifiers,2026-06-01,0,,2
Large Roma Special,Marilyna's Pizza,2026-06-01,78.02,,3
Vodka Martini,Cocktails - Classic,2026-06-01,138.08,,8
American Standard Burger,Big Plates,2026-06-01,608.01,,28
Gluten-free Roma Special,Marilyna's Pizza,2026-06-01,27.27,,1
Classic Margarita,Cocktails - Classic,2026-06-01,1622.05,,96
Coconut Margarita,Cocktails - Classic,2026-06-01,284.7,,15
Large Super House Special,Marilyna's Pizza,2026-06-01,706.06,,27
No Salt,None,2026-06-01,0,,5
Grifter Big Sur IPA Tin,Bottles / Cans Alcoholic,2026-06-01,38.06,,3
Regular Margherita,Marilyna's Pizza,2026-06-01,169.05,,11
VB Tinnie,Bottles / Cans Alcoholic,2026-06-01,16.36,,2
Young Henrys Cloudy Cider Can,Bottles / Cans Alcoholic,2026-06-01,82.67,,7
+$3 Premium Spirit,Add-ons - Bar,2026-06-01,13.92,,5
Never Never Oyster Shell Gin,Gin,2026-06-01,27.73,,2
Monkey Shoulder Scotch [House],Whisky,2026-06-01,42.73,,4
No Salad,None,2026-06-01,0,,1
Archie Rose Signature Gin,Gin,2026-06-01,13,,1
Amaro Montenegro,Amaro / Aperitif / Fortified Wine,2026-06-01,11.82,,1
No Capsicum,None,2026-06-01,0,,3
Quiquiriqui Mezcal,Mezcal,2026-06-01,29.13,,2
Fresh is Best Summer Lager - Pint,Tap Beer,2026-06-01,432.55,,40.5
Add Rocket,Add-ons - Pizza,2026-06-01,2.72,,2
Soda [mixer],Modifiers,2026-06-01,0,,12
Ottelia Cab Sav - Regular,Red Wine,2026-06-01,165.05,,14
Add Anchovies,Add-ons - Pizza,2026-06-01,11.35,,7
"Lemon, Lime & Bitters",Non-alcoholic,2026-06-01,155.3,,33
Cheesy Garlic Bread,Marilyna's Pizza,2026-06-01,87.44,,13
Mojito,Cocktails - Classic,2026-06-01,61.09,,3
Margarita PartyJar (6),Delivery Cocktails,2026-06-01,148.67,,3
Regular Roma Special,Marilyna's Pizza,2026-06-01,65.46,,3
Make It A Burrito Bowl [gluten-free],None,2026-06-01,0,,10
Fresh is Best Summer Lager - Schooner,Tap Beer,2026-06-01,385.95,,56
Add Fetta,Add-ons - Pizza,2026-06-01,8.55,,3
Swap Gravy for Aioli,None,2026-06-01,0,,2
Philter XPA - Schooner,Tap Beer,2026-06-01,624.35,,65
Remove Cheese [make it dairy-free],None,2026-06-01,0,,1
Add Fried Cauliflower,Add-ons - Kitchen,2026-06-01,0,,1
Domaine Gueguen Chablis - Bottle,White Wine,2026-06-01,112.66,,1
No Cheese [dairy-free],None,2026-06-01,0,,3
Extra Mozzarella,Add-ons - Pizza,2026-06-01,9.31,,4
Padrillos Malbec - Large,Red Wine,2026-06-01,25.35,,1
Lime,None,2026-06-01,0,,19
Fever-Tree Light Tonic [mixer],Add-ons - Bar,2026-06-01,2.76,,3
Sigurd GSM Red Blend - Bottle,Red Wine,2026-06-01,154,,2
Regular Sanchez VEGAN,Marilyna's Pizza,2026-06-01,22.73,,1
Orange,None,2026-06-01,0,,1
Sigurd GSM Red Blend - Regular,Red Wine,2026-06-01,110.27,,6
Regular The Paddock [Dine-in],Dine-in Pizza,2026-06-01,16.36,,1
Large Little Italy,Marilyna's Pizza,2026-06-01,209.73,,9
Gluten-free BBQ Chicken Pizza,Marilyna's Pizza,2026-06-01,55.46,,2
Extra Veg,Add-ons - Kitchen,2026-06-01,3.1,,1
"Large No Chorizo, No Cry",Marilyna's Pizza,2026-06-01,143.85,,6
Large Cosmopolitan,Marilyna's Pizza,2026-06-01,273.02,,10
Beef Burrito D,Delivery Kitchen,2026-06-01,180.3,,8
Regular Uber Margherita [Dine-in],Dine-in Pizza,2026-06-01,75.22,,5
Regular Meatlovers,Marilyna's Pizza,2026-06-01,331.28,,15
Open Price,Functions & Misc.,2026-06-01,4.55,,1
Extra Yorkshire Pudding,Add-ons - Kitchen,2026-06-01,16.35,,8
Large Sorrento,Marilyna's Pizza,2026-06-01,132.65,,5
Swap Fries for Sweet Potato Fries,Add-ons - Kitchen,2026-06-01,9.34,,5
Sibiliana Nero D'Avola - Regular,Red Wine,2026-06-01,51.28,,3
Regular Vegetarian,Marilyna's Pizza,2026-06-01,15.03,,1
Hawaiian.,None,2026-06-01,0,,3
Chicken Burrito D,Delivery Kitchen,2026-06-01,89.45,,4
2 Glasses,Modifiers,2026-06-01,0,,10
BBQ Chicken.,Marilyna's Pizza,2026-06-01,0,,1
Sweet Potato Fries D,Delivery Kitchen,2026-06-01,49.88,,4
Buffalo Wings,Small Plates,2026-06-01,368.91,,25
"No Chorizo, No Cry.",None,2026-06-01,0,,3
Large Jimmy Jury,Marilyna's Pizza,2026-06-01,99.02,,4
No Mushroom,None,2026-06-01,0,,3
Choc  Brownie,Marilyna's Pizza,2026-06-01,0,,3
Bubba Gump.,None,2026-06-01,0,,2
No BBQ Sauce,None,2026-06-01,0,,1
Large No Chorizo No Cry Wings Deal,Marilyna's Pizza,2026-06-01,54.54,,2
New Yorker.,None,2026-06-01,0,,1
Send Kids Food ASAP,None,2026-06-01,0,,10
Popcorn Cauliflower,Harry Gatos Food,2026-06-01,52.19,,4
Large Sanchez Wings Deal,Marilyna's Pizza,2026-06-01,27.27,,1
Dry Ginger Ale [mixer],None,2026-06-01,0,,2
Beef Cheek,Kitchen Specials,2026-06-01,368.74,,13
Unlimited Dumplings,Harry Gatos Food,2026-06-01,1107.38,,51
Cucumber,None,2026-06-01,0,,8
"Grifter - ""Omen"" Nitro Stout - Pint",Tap Beer,2026-06-01,120.75,,8
Kids Fried Rice,Harry Gatos Food,2026-06-01,11.82,,1
Regular Hail Africa,Marilyna's Pizza,2026-06-01,20.91,,1
Add Lepinja Bread,Add-ons - Kitchen,2026-06-01,5.63,,1
Regular Margherita [Dine-in],Dine-in Pizza,2026-06-01,19.09,,1
"Regular No Chorizo, No Cry",Marilyna's Pizza,2026-06-01,51.7,,3
Hot Honey,Add-ons - Kitchen,2026-06-01,2.82,,1
Fancy Pants Parmy - Classic,Big Plates,2026-06-01,729.79,,31
Nut Roast,Kitchen Specials,2026-06-01,120.98,,4
Stone & Wood - Pint,Tap Beer,2026-06-01,1077.72,,69
Fancy Pants Parmy - Mexicali,Big Plates,2026-06-01,30.91,,1
Veuve Clicquot Yellow Label - Glass,Sparkling Wine,2026-06-01,32.73,,1
Ottelia Chardonnay - Large,White Wine,2026-06-01,25,,1
Garlic Bread [Deal],Marilyna's Pizza,2026-06-01,0,,2
Bundaberg Ginger Beer D,Marilyna's Soft Drinks,2026-06-01,36.35,,5
Ottelia Chardonnay - Regular,White Wine,2026-06-01,103.3,,7
Arancini Balls [5pc],Small Plates,2026-06-01,663.84,,31
Delivery Fee - Freshwater / Queenscliff,Marilyna's Pizza,2026-06-01,37.75,,8
Hugo Spritz,Cocktails - Classic,2026-06-01,152.46,,8
Geppetto Pinot Noir - Regular,Red Wine,2026-06-01,681.45,,48
Chicken Parmy D,Delivery Kitchen,2026-06-01,76.18,,3
Heaps Normal XPA D,Delivery Alcohol,2026-06-01,6.57,,1
Grifter Pale Ale Cans D,Delivery Alcohol,2026-06-01,0,,2
Pepsi Max [mixer],None,2026-06-01,0,,2
Long Island Iced Tea,Cocktails - Classic,2026-06-01,18.82,,1
Kuku Sauvignon Blanc - Large,White Wine,2026-06-01,129.62,,6
Peroni 0%,Non-alcoholic,2026-06-01,71.38,,9
Old Fashioned,Cocktails - Classic,2026-06-01,117.67,,6
Remove Sour Cream,None,2026-06-01,0,,1
Buffalo Trace Bourbon [House],Whisky,2026-06-01,84.79,,9
Roma Special.,None,2026-06-01,0,,1
Amarretto Sour,Cocktails - Classic,2026-06-01,30,,2
Banquet Deal Pizzas,Marilyna's Pizza,2026-06-01,236.71,,4
Hahn Super Dry GF,Bottles / Cans Alcoholic,2026-06-01,9.86,,1
Patron Silver Margarita,Cocktails - Classic,2026-06-01,24.79,,1
Rosemary Salted Fries,Small Plates,2026-06-01,397.08,,35
Duck Spring Rolls,Harry Gatos Food,2026-06-01,29.1,,2
No Mayo,Modifiers,2026-06-01,0,,4
Fried Rice,Harry Gatos Food,2026-06-01,85.01,,4
No Slaw,Modifiers,2026-06-01,0,,1
Tonkotsu,Harry Gatos Food,2026-06-01,10.54,,2
Stow Schnitty,Big Plates,2026-06-01,929.85,,42
Add Side Spicy Salsa,Add-ons - Kitchen,2026-06-01,0.94,,1
Eggplant Schnitty,Big Plates,2026-06-01,131.45,,7
Side BBQ Sauce,Add-ons - Kitchen,2026-06-01,0,,20
Beetle Juice,Cocktails - Signature,2026-06-01,532.56,,27
BBQ Wings [Wings Deal],Marilyna's Pizza,2026-06-01,0,,6
Lemon Twist,Modifiers,2026-06-01,0,,2
Southern Squid,Small Plates,2026-06-01,166.88,,7
Jalapeño Marg,Cocktails - Classic,2026-06-01,970.69,,55
Status Quo - Schooner,Tap Beer,2026-06-01,160.29,,12.7
Peroni,Bottles / Cans Alcoholic,2026-06-01,48.7,,5
Status Quo - Pint,Tap Beer,2026-06-01,659.23,,40.5
Monteith's Apple Cider Bottle,Bottles / Cans Alcoholic,2026-06-01,10.85,,1
Stone & Wood - Schooner,Tap Beer,2026-06-01,666.6,,55.7
Patron Silver,Tequila,2026-06-01,14.09,,1
Grifter Pale - Pint,Tap Beer,2026-06-01,1015.29,,86
Glendronach 12yr,Whisky,2026-06-01,84,,4
Mulled Wine Jar,Delivery Cocktails,2026-06-01,18,,1
Jack Daniels,Whisky,2026-06-01,24.79,,2
Bry Ol San Pell,Modifiers,2026-06-01,0,,1
Philter XPA - Pint,Tap Beer,2026-06-01,671.32,,53
No Beans,Modifiers,2026-06-01,0,,3
Dormilona Chenin Blanc - Regular,White Wine,2026-06-01,19.09,,1
No Rice,Modifiers,2026-06-01,0,,3
Two Tonne Riesling - Regular,White Wine,2026-06-01,37.57,,2
Daiquiri,Cocktails - Classic,2026-06-01,21.69,,1
Ravensworth Skins Gris - Regular,Orange / Skins Wine,2026-06-01,17.83,,1
Corona,Bottles / Cans Alcoholic,2026-06-01,194.22,,20
Gluten-free Hawaiian,Marilyna's Pizza,2026-06-01,41.41,,2
Better Beer Tin,Bottles / Cans Alcoholic,2026-06-01,9.86,,1
Large Tandoori Chicken,Marilyna's Pizza,2026-06-01,178.01,,7
Four Pillars Bloody Shiraz Gin Tonica,Gin,2026-06-01,19.71,,1
Large Vegetarian,Marilyna's Pizza,2026-06-01,56.36,,3
Big Sur IPA 4-pack D,Delivery Alcohol,2026-06-01,45.46,,2
1 Glass,Modifiers,2026-06-01,0,,3
Coke Can,Marilyna's Soft Drinks,2026-06-01,14.56,,4
Side Gravy,Add-ons - Kitchen,2026-06-01,8.82,,7
Sprite Can,Marilyna's Soft Drinks,2026-06-01,0,,2
Cri De Couer Pinot Noir - Regular,Red Wine,2026-06-01,119.23,,4
Two Tonne Riesling - Large,White Wine,2026-06-01,27.23,,1
No Cherry Tomatoes,None,2026-06-01,0,,1
A. Rodda Chardonnay - Regular,White Wine,2026-06-01,107.82,,4
Add Onion,Add-ons - Pizza,2026-06-01,2.72,,2
Regular BBQ Chicken Pizza,Marilyna's Pizza,2026-06-01,82.77,,4
Add Chicken,Add-ons - Pizza,2026-06-01,10.92,,3
Gluten-free Cosmopolitan,Marilyna's Pizza,2026-06-01,24.42,,1
Add Prosciutto,Add-ons - Pizza,2026-06-01,3.64,,1
Regular Hawaiian,Marilyna's Pizza,2026-06-01,280.37,,15
No Garnish,None,2026-06-01,0,,2
Brownie D,Delivery Kitchen,2026-06-01,59.1,,40
Dressing on the Side,None,2026-06-01,0,,2
No Ham,Modifiers,2026-06-01,0,,2
Regular Truffalo Soldier,Marilyna's Pizza,2026-06-01,21.82,,1
No Sun-dried Tomatoes,None,2026-06-01,0,,1
Fish Tacos D,Delivery Kitchen,2026-06-01,88.22,,5
No Pesto,None,2026-06-01,0,,1
Lemonade [mixer],None,2026-06-01,0,,8
Add Basil,Add-ons - Pizza,2026-06-01,2.94,,3
Casa Gheller Prosecco - Bottle,Sparkling Wine,2026-06-01,116.36,,2
Add Olives,Add-ons - Pizza,2026-06-01,7.54,,6
Belvedere Vodka Martini,Cocktails - Classic,2026-06-01,22.73,,1
Add Pumpkin,Add-ons - Pizza,2026-06-01,5.62,,4
Regular Sanchez Solo Combo,Marilyna's Pizza,2026-06-01,18.18,,1
Add Ham,Add-ons - Pizza,2026-06-01,5.46,,2
Gluten-free El Patron,Marilyna's Pizza,2026-06-01,28.18,,1
No Lettuce,None,2026-06-01,0,,4
1.25L Coke Zero.,Marilyna's Pizza,2026-06-01,0,,1
Large Hail Africa,Marilyna's Pizza,2026-06-01,102.64,,4
Super House Special.,None,2026-06-01,0,,2
Large New Yorker,Marilyna's Pizza,2026-06-01,52.62,,2
Meatlovers.,None,2026-06-01,0,,1
Regular Hail Africa [Dine-in],Dine-in Pizza,2026-06-01,275.53,,11
Outback Prawn Toast,Harry Gatos Food,2026-06-01,29.1,,2
"Regular No Chorizo, No Cry [Dine-in]",Dine-in Pizza,2026-06-01,164.51,,7
Shredded Beef,Harry Gatos Food,2026-06-01,23.64,,1
Regular Bubba Gump [Dine-in],Dine-in Pizza,2026-06-01,40,,2
Extra Chashu Pork,Harry Gatos Food,2026-06-01,0.91,,1
Regular Super House Special [Dine-in],Dine-in Pizza,2026-06-01,40.54,,2
Side Aioli,Add-ons - Kitchen,2026-06-01,21.62,,47
Gluten-free [remove Yorkshire],None,2026-06-01,0,,2
Side Guacamole,Add-ons - Kitchen,2026-06-01,1.4,,1
Side Guac,Add-ons - Kitchen,2026-06-01,4.67,,6
Lepinja Bread,Sides,2026-06-01,99.53,,11
Tuk Tuk Salad D,Delivery Kitchen,2026-06-01,17.27,,1
Kirin - Schooner,Tap Beer,2026-06-01,517.36,,40
Add Jalapenos,Add-ons - Pizza,2026-06-01,6.9,,7
Limoncello Spritz,Cocktails - Classic,2026-06-01,87.73,,5
Pepsi [mixer],None,2026-06-01,0,,4
Sbagliato Negroni,Cocktails - Classic,2026-06-01,53.45,,3
Feast Deal Pizzas,Marilyna's Pizza,2026-06-01,207.28,,5
Hendrick's Gin,Gin,2026-06-01,131.17,,10
Fried Egg.,Harry Gatos Food,2026-06-01,1.82,,1
Coke Zero Can,Marilyna's Soft Drinks,2026-06-01,29.35,,8
Frozen Marg - Classic,Cocktails - Classic,2026-06-01,175.16,,11
Southside,Cocktails - Classic,2026-06-01,19.09,,1
Side Tomato Sauce,None,2026-06-01,0,,42
Fireball,Whisky,2026-06-01,12,,13
$2 Buffalo Wing,Add-ons - Kitchen,2026-06-01,3.64,,2
Oceanside,Cocktails - Signature,2026-06-01,117.04,,6
La Petite Mort Rosso 2025 - Regular,Red Wine,2026-06-01,86.92,,6
Swap Vegan Cheese for Dairy Cheese,Modifiers,2026-06-01,0,,1
Onion Rings,Sides,2026-06-01,34.95,,3
Swap for Sweet Potato Fries,Add-ons - Kitchen,2026-06-01,5.52,,3
Roasted Tomato Coulis,Add-ons - Kitchen,2026-06-01,5.55,,2
Chicken Shindig Burger,Big Plates,2026-06-01,275.85,,12
Caramelised Onion Jam,Add-ons - Kitchen,2026-06-01,7.19,,3
Side Sour Cream,Add-ons - Kitchen,2026-06-01,7.46,,8
Geppetto Pinot Noir - Bottle,Red Wine,2026-06-01,338.29,,6
Lychee Martini,Cocktails - Classic,2026-06-01,400.2,,24
Mother's Milk Shiraz - Large,Red Wine,2026-06-01,163.63,,7
Neat,Modifiers,2026-06-01,0,,3
Petits Detours Rosé - Regular,Rose Wine,2026-06-01,366.44,,24
Vinada Sparkling Rose,Non-alcoholic,2026-06-01,65.46,,6
Kuku Sauvignon Blanc - Bottle,White Wine,2026-06-01,54.46,,1
Stow Soda - Passionfruit,Non-alcoholic,2026-06-01,8.45,,1
Villa Fresco Sangiovese - Regular,Red Wine,2026-06-01,404.02,,39
Fresh Lime Soda,Non-alcoholic,2026-06-01,76.14,,23
Bad Bitch Martini,Cocktails - Signature,2026-06-01,123.59,,6
Lemonade Glass,Non-alcoholic,2026-06-01,38.6,,9
Pink Lemonade Glass,Non-alcoholic,2026-06-01,25.37,,6
Negroni Duo (2),Delivery Cocktails,2026-06-01,23.75,,1
On The Rocks,Modifiers,2026-06-01,0,,39
Padrillos Malbec - Regular,Red Wine,2026-06-01,135.26,,8
A. Rodda Chardonnay - Bottle,White Wine,2026-06-01,105.15,,1
Regular Garlic Cheese Pizza,Marilyna's Pizza,2026-06-01,54.05,,6
Large Bubba Gump,Marilyna's Pizza,2026-06-01,250.92,,10
Large Sanchez,Marilyna's Pizza,2026-06-01,135.29,,5
Regular Super House Special,Marilyna's Pizza,2026-06-01,340.67,,16
Gluten-free Super House Special,Marilyna's Pizza,2026-06-01,54.54,,2
No Sugar,Modifiers,2026-06-01,0,,1
No Chips,None,2026-06-01,0,,1
Extra Sauce,Add-ons - Bar,2026-06-01,0,,1
No Spiced Sour Cream,None,2026-06-01,0,,1
No Caramelised Onion,None,2026-06-01,0,,1
No Chilli,None,2026-06-01,0,,6
No Mozzarella,None,2026-06-01,0,,1
No Sliced Tomato,None,2026-06-01,0,,3
Add Capsicum,Add-ons - Pizza,2026-06-01,1.55,,1
Add Mushrooms,Add-ons - Pizza,2026-06-01,10.08,,8
Add Pineapple,Add-ons - Pizza,2026-06-01,5.44,,4
Bloody Mary,Cocktails - Classic,2026-06-01,23,,1
Easy Sauce,None,2026-06-01,0,,2
Make it Gluten-free [gf/vg bun w sweet pot. fries],None,2026-06-01,5.58,,3
Add Grilled Chicken,Add-ons - Kitchen,2026-06-01,4.55,,1
Large Uber Margherita,Marilyna's Pizza,2026-06-01,22.73,,1
Cauliflower Cheese,Kitchen Specials,2026-06-01,26.21,,4
Fries D,Delivery Kitchen,2026-06-01,69.83,,6
Cranberry Juice [mixer],None,2026-06-01,0,,1
Sibiliana Nero D'Avola - Bottle,Red Wine,2026-06-01,125.66,,2
Philter Red - Schooner,Tap Beer,2026-06-01,51.33,,5
Regular El Patron,Marilyna's Pizza,2026-06-01,155.01,,7
Margherita.,None,2026-06-01,0,,4
Large Hawaiian Wings Deal,Marilyna's Pizza,2026-06-01,54.54,,2
Large Bubba Gump Wings Deal,Marilyna's Pizza,2026-06-01,27.27,,1
Garlic  Bread.,Marilyna's Pizza,2026-06-01,0,,6
Jalapeños Inside Burrito,Add-ons - Kitchen,2026-06-01,1.88,,2
Fried Egg,Harry Gatos Food,2026-06-01,3.76,,1
Axl Rose Pizza,Marilyna's Pizza,2026-06-01,88.83,,4
Mini Pretzels [bar],Small Plates,2026-06-01,4.22,,1
2x Aioli,Add-ons - Kitchen,2026-06-01,2.82,,3
Version Two Pinot Grigio - Bottle,White Wine,2026-06-01,384.13,,9
Version Two Pinot Grigio - Regular,White Wine,2026-06-01,373.46,,41
Espresso Martini,Cocktails - Classic,2026-06-01,771.05,,44
San Pellegrino 500ml,Non-alcoholic,2026-06-01,84.26,,10
Fish Burrito,Big Plates,2026-05-25,179.78,,7
Holy Guacamole,Small Plates,2026-05-25,449.57,,30
Kids Nuggets & Chips,Kids Meals,2026-05-25,115.63,,9
BBQ Wings,Small Plates,2026-05-25,321.4,,23
Brownie,Desserts,2026-05-25,89.79,,8
No Cheese (Make It Dairy-Free),Modifiers,2026-05-25,0,,2
Fellr Watermelon Seltzer Tin,Bottles / Cans Alcoholic,2026-05-25,119.86,,13
No Rice,Modifiers,2026-05-25,0,,1
No Glasses Needed,Modifiers,2026-05-25,0,,1
Eggplant Schnitty,Big Plates,2026-05-25,39.44,,2
